Respondent ID,Question,Option,Questions_clean,Options_clean
Zj59Wj0,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
vGjrN9v,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
44XJjbk,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
LZ17Yvp,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
44XJ1PO,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
q4ZDMyd,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
vGjeV70,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
yPZ2b7B,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
KYQ5jBX,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
xXxD2B5,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
jaDoNVa,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
GxvzJoL,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
Npp7aaW,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
A77Dr5k,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
Gxe1WBO,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
Vrglva,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
kdNNWAR,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
PdzKQXd,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Healthtech Healthcare Technology,Tech Vertical,Healthtech Healthtech
W444AN,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Agritech Agriculture Technology,Tech Vertical,Agritech Agritech
jKNlLE,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Agritech Agriculture Technology,Tech Vertical,Agritech Agritech
baPNQo,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Agritech Agriculture Technology,Tech Vertical,Agritech Agritech
ORWlvg,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Agritech Agriculture Technology,Tech Vertical,Agritech Agritech
VrkVav,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Agritech Agriculture Technology,Tech Vertical,Agritech Agritech
bbK141,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Agritech Agriculture Technology,Tech Vertical,Agritech Agritech
gDjDWLO,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Agritech Agriculture Technology,Tech Vertical,Agritech Agritech
QK2epLG,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Agritech Agriculture Technology,Tech Vertical,Agritech Agritech
5BKjYzb,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Agritech Agriculture Technology,Tech Vertical,Agritech Agritech
xXxYE75,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Agritech Agriculture Technology,Tech Vertical,Agritech Agritech
Ekk0lxL,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply Agritech Agriculture Technology,Tech Vertical,Agritech Agritech
aWWqQW,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
GMMG9j,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
GMMNye,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
PoKjaV,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
gB2DvO,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
qy6vNg,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
W4x7pk,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
d755eD,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
1jZYdW,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
OOJrGM,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
MoMxlX,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
MoVKx0,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
OONXOA,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
bbJgQE,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
2MaNR9,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
b0jrX7,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
o4MybM,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
R7LP14,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
R7R6lj,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
vQqkZv,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
80yKvP,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
OWpMGM,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
pjJvGE,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
pjMOa1,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
Jag0Go,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
44X4WPB,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
eqZMdql,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
WO9EAVL,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
44XJNrX,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech,Tech Vertical,E-commerce/Retail Tech
