Respondent ID,Question,Option
Ekzdg0B,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
VLEQX76,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
QK2epLG,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
vGjeV70,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
5BKjYzb,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
yPZ2b7B,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
VLEQWyj,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
OD1XRx8,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
jaDoNVa,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
xXxYE75,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
gDjLEjM,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
Npp7aaW,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
jaa9WjR,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
0Qr72NA,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
BzEO911,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
dWbLG6V,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
2EXER0M,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
5BblWev,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
VLjyxPN,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
EkdlLKl,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
0Qr72NA,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
0QeNAN9,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
MeRe2GX,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
kdEdBK6,Which tech vertical,s are you currently working in or primarily focused on? Select all that apply E-commerce/Retail Tech
222OQj,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
GMWKBp,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
eb4rpe,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
XjX4Ag,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
DLl0xp,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
bPVY7E,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
87Poyr,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
lPNWlo,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
Z4gNY0,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
A7P7glo,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
yPZXXMB,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
yPZXXV6,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
eqZMdql,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
2E8aDXM,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
yPZ2RYB,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
44XJ08O,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
44X9k15,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
VLjyxPN,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
rjozjVL,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Media/Entertainment Tech Gaming, Streaming, Content Platforms"
GMMG9j,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Logistics/Mobility Tech Transport, Supply Chain, Ride-hailing"
Akkgql,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Logistics/Mobility Tech Transport, Supply Chain, Ride-hailing"
M00o4E,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Logistics/Mobility Tech Transport, Supply Chain, Ride-hailing"
OOJrGM,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Logistics/Mobility Tech Transport, Supply Chain, Ride-hailing"
bbK141,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Logistics/Mobility Tech Transport, Supply Chain, Ride-hailing"
MoVKx0,Which tech vertical,"s are you currently working in or primarily focused on? Select all that apply Logistics/Mobility Tech Transport, Supply Chain, Ride-hailing"
